task_id,domain,anchor,layer,component,final_kl,final_flip,delta_nll_suffix,metric,value
qa_14,qa,mid,12,mlp_only,2.2530518890562234e-06,0.0,0.046161502599716187,,
qa_14,qa,mid,16,resid,5.67567667530966e-07,0.0,3.650092124938965,,
qa_14,qa,mid,16,attn_only,3.917604729508639e-08,0.0,0.0012918412685394287,,
qa_14,qa,mid,16,mlp_only,9.934305467140803e-08,0.0,0.005390793085098267,,
qa_14,qa,final,0,resid,17.575021743774414,1.0,0.0,,
qa_14,qa,final,0,attn_only,16.864870071411133,1.0,0.0,,
qa_14,qa,final,0,mlp_only,9.811275482177734,1.0,0.0,,
qa_14,qa,final,2,resid,19.498371124267578,1.0,0.0,,
qa_14,qa,final,2,attn_only,1.6102831068565138e-06,0.0,0.0,,
qa_14,qa,final,2,mlp_only,4.470949079404818e-06,0.0,0.0,,
qa_14,qa,final,4,resid,19.4991397857666,1.0,0.0,,
qa_14,qa,final,4,attn_only,4.8769706495477294e-08,0.0,0.0,,
qa_14,qa,final,4,mlp_only,1.1351227840350475e-05,0.0,0.0,,
qa_14,qa,final,6,resid,19.115217208862305,1.0,0.0,,
qa_14,qa,final,6,attn_only,1.5471681535927928e-07,0.0,0.0,,
qa_14,qa,final,6,mlp_only,0.0003544816863723099,0.0,0.0,,
qa_14,qa,final,12,resid,22.695255279541016,1.0,0.0,,
qa_14,qa,final,12,attn_only,1.1469978744571563e-06,0.0,0.0,,
qa_14,qa,final,12,mlp_only,2.1551673853537068e-05,0.0,0.0,,
qa_14,qa,final,16,resid,24.66837501525879,1.0,0.0,,
qa_14,qa,final,16,attn_only,7.530527454946423e-07,0.0,0.0,,
qa_14,qa,final,16,mlp_only,0.00040760086267255247,0.0,0.0,,
code_13,code,mid,0,resid,0.0004795750428456813,0.0,0.36676156520843506,,
code_13,code,mid,0,attn_only,0.0004959139041602612,0.0,0.3793134093284607,,
code_13,code,mid,0,mlp_only,0.0009078990551643074,0.0,0.001976311206817627,,
code_13,code,mid,2,resid,0.0014327091630548239,0.0,0.3262500762939453,,
code_13,code,mid,2,attn_only,0.0008154784445650876,0.0,0.0003444254398345947,,
code_13,code,mid,2,mlp_only,0.0013155312044546008,0.0,0.0006046891212463379,,
code_13,code,mid,4,resid,0.0009719852241687477,0.0,0.31056272983551025,,
code_13,code,mid,4,attn_only,0.0014118205290287733,0.0,-0.0006239116191864014,,
code_13,code,mid,4,mlp_only,0.00013574496551882476,0.0,0.0010334253311157227,,
code_13,code,mid,6,resid,0.0010859633330255747,0.0,0.3043004274368286,,
code_13,code,mid,6,attn_only,0.0009263865067623556,0.0,0.0003274977207183838,,
code_13,code,mid,6,mlp_only,0.0009437724947929382,0.0,-0.0021300315856933594,,
code_13,code,mid,12,resid,7.726984222244937e-06,0.0,0.28029900789260864,,
code_13,code,mid,12,attn_only,0.001405295915901661,0.0,0.0020016133785247803,,
code_13,code,mid,12,mlp_only,0.000446239864686504,0.0,0.005437701940536499,,
code_13,code,mid,16,resid,0.0008367020054720342,0.0,0.26839447021484375,,
code_13,code,mid,16,attn_only,8.569911733502522e-05,0.0,-0.0009860098361968994,,
code_13,code,mid,16,mlp_only,8.832339517539367e-05,0.0,0.001988708972930908,,
code_13,code,final,0,resid,1.5382245779037476,0.0,0.0,,
code_13,code,final,0,attn_only,1.5710047483444214,0.0,0.0,,
code_13,code,final,0,mlp_only,0.010561956092715263,0.0,0.0,,
code_13,code,final,2,resid,2.3254148960113525,1.0,0.0,,
code_13,code,final,2,attn_only,0.0003394412051420659,0.0,0.0,,
code_13,code,final,2,mlp_only,0.09211046993732452,0.0,0.0,,
code_13,code,final,4,resid,2.0177507400512695,1.0,0.0,,
code_13,code,final,4,attn_only,0.005157458130270243,0.0,0.0,,
code_13,code,final,4,mlp_only,0.020393963903188705,0.0,0.0,,
code_13,code,final,6,resid,1.9691346883773804,1.0,0.0,,
code_13,code,final,6,attn_only,0.0009743028203956783,0.0,0.0,,
code_13,code,final,6,mlp_only,0.02980656735599041,0.0,0.0,,
code_13,code,final,12,resid,0.35410764813423157,0.0,0.0,,
code_13,code,final,12,attn_only,0.013478726148605347,0.0,0.0,,
code_13,code,final,12,mlp_only,0.00816547404974699,0.0,0.0,,
code_13,code,final,16,resid,6.90281867980957,1.0,0.0,,
code_13,code,final,16,attn_only,0.02253074198961258,0.0,0.0,,
code_13,code,final,16,mlp_only,0.039611510932445526,0.0,0.0,,
math_13,math,mid,0,resid,1.3185373290980351e-06,0.0,0.4140825867652893,,
math_13,math,mid,0,attn_only,2.1774110336991725e-06,0.0,0.43386679887771606,,
math_13,math,mid,0,mlp_only,4.2666155763981806e-07,0.0,0.0311477929353714,,
math_13,math,mid,2,resid,1.3562665799327078e-06,0.0,0.37888842821121216,,
math_13,math,mid,2,attn_only,2.7930059331993107e-07,0.0,0.002739548683166504,,
math_13,math,mid,2,mlp_only,1.0883138656936353e-07,0.0,-0.0001685619354248047,,
math_13,math,mid,4,resid,6.921881663402019e-07,0.0,0.36200159788131714,,
math_13,math,mid,4,attn_only,1.027798219865872e-07,0.0,0.0015751421451568604,,
math_13,math,mid,4,mlp_only,-4.097755734733255e-08,0.0,0.002894371747970581,,
math_13,math,mid,6,resid,2.334199109554902e-07,0.0,0.34959161281585693,,
math_13,math,mid,6,attn_only,-3.89654921661986e-08,0.0,0.0003572702407836914,,
math_13,math,mid,6,mlp_only,3.3672543509055686e-07,0.0,0.0005777180194854736,,
math_13,math,mid,12,resid,8.874706480810346e-08,0.0,0.3158375024795532,,
math_13,math,mid,12,attn_only,4.933164632348053e-08,0.0,-0.0007729679346084595,,
math_13,math,mid,12,mlp_only,5.4465516541313264e-08,0.0,0.0009092241525650024,,
math_13,math,mid,16,resid,4.1468311451353657e-08,0.0,0.30668050050735474,,
math_13,math,mid,16,attn_only,7.922193390186294e-08,0.0,0.0021231919527053833,,
math_13,math,mid,16,mlp_only,6.097050686548755e-08,0.0,0.002573534846305847,,
math_13,math,final,0,resid,13.704092979431152,1.0,0.0,,
math_13,math,final,0,attn_only,13.715009689331055,1.0,0.0,,
math_13,math,final,0,mlp_only,2.0460824998735916e-06,0.0,0.0,,
math_13,math,final,2,resid,14.766118049621582,1.0,0.0,,
math_13,math,final,2,attn_only,2.821398993546609e-06,0.0,0.0,,
math_13,math,final,2,mlp_only,7.645845130355156e-07,0.0,0.0,,
math_13,math,final,4,resid,14.558076858520508,1.0,0.0,,
math_13,math,final,4,attn_only,1.5210682704491774e-06,0.0,0.0,,
math_13,math,final,4,mlp_only,3.716016863108962e-06,0.0,0.0,,
math_13,math,final,6,resid,11.408174514770508,1.0,0.0,,
math_13,math,final,6,attn_only,2.090345560645801e-06,0.0,0.0,,
math_13,math,final,6,mlp_only,6.915389803907601e-06,0.0,0.0,,
math_13,math,final,12,resid,11.504365921020508,1.0,0.0,,
math_13,math,final,12,attn_only,1.1230423297092784e-05,0.0,0.0,,
math_13,math,final,12,mlp_only,1.4303357602329925e-05,0.0,0.0,,
math_13,math,final,16,resid,10.858580589294434,1.0,0.0,,
math_13,math,final,16,attn_only,7.979061592777725e-06,0.0,0.0,,
math_13,math,final,16,mlp_only,4.921105210087262e-05,0.0,0.0,,
code_1,code,mid,0,resid,0.0018799601821228862,0.0,0.45808109641075134,,
code_1,code,mid,0,attn_only,0.005073240026831627,0.0,0.4637047350406647,,
code_1,code,mid,0,mlp_only,0.001720764092169702,0.0,0.004168897867202759,,
code_1,code,mid,2,resid,0.005000175442546606,0.0,0.44875970482826233,,
code_1,code,mid,2,attn_only,0.000833831843920052,0.0,-0.0024015605449676514,,
code_1,code,mid,2,mlp_only,0.0013309676432982087,0.0,0.0007996559143066406,,
code_1,code,mid,4,resid,0.0013739628484472632,0.0,0.4328676164150238,,
code_1,code,mid,4,attn_only,0.0006064610788598657,0.0,-0.0012015998363494873,,
code_1,code,mid,4,mlp_only,0.0017195468535646796,0.0,-0.0002499222755432129,,
code_1,code,mid,6,resid,0.0013615137431770563,0.0,0.4131986200809479,,
code_1,code,mid,6,attn_only,6.189567648107186e-05,0.0,-0.002815157175064087,,
code_1,code,mid,6,mlp_only,0.0008341009961441159,0.0,-0.0005918741226196289,,
code_1,code,mid,12,resid,6.203546945471317e-05,0.0,0.33098575472831726,,
code_1,code,mid,12,attn_only,7.576670100206684e-07,0.0,-0.001561284065246582,,
code_1,code,mid,12,mlp_only,6.0584876337088645e-05,0.0,0.0005083084106445312,,
code_1,code,mid,16,resid,0.0017192695522680879,0.0,0.28659841418266296,,
code_1,code,mid,16,attn_only,2.1618857317662332e-06,0.0,-0.0013123154640197754,,
code_1,code,mid,16,mlp_only,0.0013624813873320818,0.0,-0.0026265978813171387,,
code_1,code,final,0,resid,12.230361938476562,1.0,0.0,,
code_1,code,final,0,attn_only,11.791637420654297,1.0,0.0,,
code_1,code,final,0,mlp_only,0.04182472079992294,0.0,0.0,,
code_1,code,final,2,resid,11.3679780960083,1.0,0.0,,
code_1,code,final,2,attn_only,0.001401196583174169,0.0,0.0,,
code_1,code,final,2,mlp_only,0.0068075587041676044,0.0,0.0,,
code_1,code,final,4,resid,10.08863353729248,1.0,0.0,,
code_1,code,final,4,attn_only,0.0014906912110745907,0.0,0.0,,
code_1,code,final,4,mlp_only,0.008297426626086235,0.0,0.0,,
code_1,code,final,6,resid,10.367486953735352,1.0,0.0,,
code_1,code,final,6,attn_only,0.005404245108366013,0.0,0.0,,
code_1,code,final,6,mlp_only,0.053594909608364105,0.0,0.0,,
code_1,code,final,12,resid,10.447028160095215,1.0,0.0,,
code_1,code,final,12,attn_only,0.007159259635955095,0.0,0.0,,
code_1,code,final,12,mlp_only,0.05579502508044243,1.0,0.0,,
code_1,code,final,16,resid,9.483803749084473,1.0,0.0,,
code_1,code,final,16,attn_only,0.006795641966164112,0.0,0.0,,
code_1,code,final,16,mlp_only,0.08254998922348022,0.0,0.0,,
code_10,code,mid,0,resid,9.139988105744123e-05,0.0,0.5424661636352539,,
code_10,code,mid,0,attn_only,2.269952165079303e-05,0.0,0.5496463775634766,,
code_10,code,mid,0,mlp_only,1.7302458218182437e-05,0.0,0.01889893412590027,,
code_10,code,mid,2,resid,6.610228592762724e-05,0.0,0.5339018106460571,,
code_10,code,mid,2,attn_only,6.366408342728391e-05,0.0,-0.0024453699588775635,,
code_10,code,mid,2,mlp_only,1.7097047020797618e-05,0.0,0.00209808349609375,,
code_10,code,mid,4,resid,2.0129768017795868e-05,0.0,0.4861007034778595,,
code_10,code,mid,4,attn_only,1.6758611309342086e-05,0.0,-0.002674669027328491,,
code_10,code,mid,4,mlp_only,2.3623391825822182e-05,0.0,0.0019244253635406494,,
code_10,code,mid,6,resid,1.346669432678027e-05,0.0,0.486076682806015,,
code_10,code,mid,6,attn_only,7.388179710687837e-06,0.0,0.0005698502063751221,,
code_10,code,mid,6,mlp_only,2.391448651906103e-05,0.0,-0.0009506344795227051,,
code_10,code,mid,12,resid,2.6202349545201287e-05,0.0,0.4253554046154022,,
code_10,code,mid,12,attn_only,2.3573013095301576e-05,0.0,-0.00036272406578063965,,
code_10,code,mid,12,mlp_only,1.176177647721488e-05,0.0,0.0002709925174713135,,
code_10,code,mid,16,resid,6.885499897180125e-05,0.0,0.38305482268333435,,
code_10,code,mid,16,attn_only,1.493062427471159e-06,0.0,0.007237166166305542,,
code_10,code,mid,16,mlp_only,3.995618044427829e-06,0.0,0.0013682842254638672,,
code_10,code,final,0,resid,10.53842544555664,1.0,0.0,,
code_10,code,final,0,attn_only,10.595929145812988,1.0,0.0,,
code_10,code,final,0,mlp_only,0.00018245921819470823,0.0,0.0,,
code_10,code,final,2,resid,10.573878288269043,1.0,0.0,,
code_10,code,final,2,attn_only,0.00025594589533284307,0.0,0.0,,
code_10,code,final,2,mlp_only,0.00040923786582425237,0.0,0.0,,
code_10,code,final,4,resid,10.678509712219238,1.0,0.0,,
code_10,code,final,4,attn_only,7.266624379553832e-06,0.0,0.0,,
code_10,code,final,4,mlp_only,0.00014910142635926604,0.0,0.0,,
code_10,code,final,6,resid,8.677267074584961,1.0,0.0,,
code_10,code,final,6,attn_only,4.572523175738752e-05,0.0,0.0,,
code_10,code,final,6,mlp_only,0.00045441900147125125,0.0,0.0,,
code_10,code,final,12,resid,6.800637722015381,1.0,0.0,,
code_10,code,final,12,attn_only,7.331185042858124e-05,0.0,0.0,,
code_10,code,final,12,mlp_only,0.00011270317190792412,0.0,0.0,,
code_10,code,final,16,resid,6.797142028808594,1.0,0.0,,
code_10,code,final,16,attn_only,0.00017044089327100664,0.0,0.0,,
code_10,code,final,16,mlp_only,0.0011291838018223643,0.0,0.0,,
math_5,math,mid,0,resid,3.799756814260036e-05,0.0,0.5123230218887329,,
math_5,math,mid,0,attn_only,3.9261019992409274e-05,0.0,0.5158655643463135,,
math_5,math,mid,0,mlp_only,1.7461161405663006e-05,0.0,0.020236343145370483,,
math_5,math,mid,2,resid,1.0328884854970966e-05,0.0,0.47296223044395447,,
math_5,math,mid,2,attn_only,6.926852620381396e-07,0.0,-0.0004850625991821289,,
math_5,math,mid,2,mlp_only,5.39052450676536e-07,0.0,0.001786947250366211,,
math_5,math,mid,4,resid,7.509142960770987e-06,0.0,0.43340447545051575,,
math_5,math,mid,4,attn_only,8.055246212279599e-07,0.0,0.0014525651931762695,,
math_5,math,mid,4,mlp_only,8.114774914247391e-07,0.0,0.0021575093269348145,,
math_5,math,mid,6,resid,8.837784662318882e-06,0.0,0.4033719599246979,,
math_5,math,mid,6,attn_only,5.865289836037846e-07,0.0,-0.0013813674449920654,,
math_5,math,mid,6,mlp_only,5.970509846520144e-07,0.0,0.0021221935749053955,,
math_5,math,mid,12,resid,3.429630396567518e-06,0.0,0.3271332085132599,,
math_5,math,mid,12,attn_only,-5.890745669034914e-09,0.0,0.00452759861946106,,
math_5,math,mid,12,mlp_only,5.61198532977869e-07,0.0,0.004945278167724609,,
math_5,math,mid,16,resid,1.0759925999082043e-06,0.0,0.26525095105171204,,
math_5,math,mid,16,attn_only,-9.904033149155111e-09,0.0,0.0021690726280212402,,
math_5,math,mid,16,mlp_only,2.8265128548810026e-07,0.0,0.0040476322174072266,,
math_5,math,final,0,resid,4.16120719909668,1.0,0.0,,
math_5,math,final,0,attn_only,4.687469482421875,1.0,0.0,,
math_5,math,final,0,mlp_only,1.6629810488666408e-05,0.0,0.0,,
math_5,math,final,2,resid,3.8267266750335693,1.0,0.0,,
math_5,math,final,2,attn_only,2.8342501536826603e-06,0.0,0.0,,
math_5,math,final,2,mlp_only,2.1779753296868876e-05,0.0,0.0,,
math_5,math,final,4,resid,2.294854164123535,1.0,0.0,,
math_5,math,final,4,attn_only,7.787779736645462e-07,0.0,0.0,,
math_5,math,final,4,mlp_only,8.912227713153698e-06,0.0,0.0,,
math_5,math,final,6,resid,1.8872802257537842,1.0,0.0,,
math_5,math,final,6,attn_only,4.60138835478574e-06,0.0,0.0,,
math_5,math,final,6,mlp_only,4.033846198581159e-05,0.0,0.0,,
math_5,math,final,12,resid,1.6217683553695679,0.0,0.0,,
math_5,math,final,12,attn_only,8.23491245682817e-06,0.0,0.0,,
math_5,math,final,12,mlp_only,3.54306394001469e-05,0.0,0.0,,
math_5,math,final,16,resid,1.5530409812927246,1.0,0.0,,
math_5,math,final,16,attn_only,5.28343407495413e-05,0.0,0.0,,
math_5,math,final,16,mlp_only,1.8560156604507938e-05,0.0,0.0,,
math_0,math,mid,0,resid,0.0002901206898968667,0.0,0.40462785959243774,,
math_0,math,mid,0,attn_only,0.0001965821866178885,0.0,0.40622490644454956,,
math_0,math,mid,0,mlp_only,0.00023537871311418712,0.0,0.00014597177505493164,,
math_0,math,mid,2,resid,0.0019525719108060002,0.0,0.397713303565979,,
math_0,math,mid,2,attn_only,0.0003683994000311941,0.0,0.0010244250297546387,,
math_0,math,mid,2,mlp_only,0.0007225340232253075,0.0,-0.0019960999488830566,,
math_0,math,mid,4,resid,0.001969950506463647,0.0,0.3822330832481384,,
math_0,math,mid,4,attn_only,0.0003107645898126066,0.0,0.0013290941715240479,,
math_0,math,mid,4,mlp_only,0.0006272931932471693,0.0,0.0033679604530334473,,
math_0,math,mid,6,resid,0.002044054912403226,0.0,0.37247467041015625,,
math_0,math,mid,6,attn_only,0.0021999694872647524,0.0,0.0012476146221160889,,
math_0,math,mid,6,mlp_only,0.00020342170319054276,0.0,-0.0022095143795013428,,
math_0,math,mid,12,resid,0.0005126335890963674,0.0,0.3438650965690613,,
math_0,math,mid,12,attn_only,0.000295625242870301,0.0,0.0007002949714660645,,
math_0,math,mid,12,mlp_only,8.437683572992682e-05,0.0,-0.0019756555557250977,,
math_0,math,mid,16,resid,0.0005918613751418889,0.0,0.3262482285499573,,
math_0,math,mid,16,attn_only,6.558593304362148e-05,0.0,-0.0014781951904296875,,
math_0,math,mid,16,mlp_only,0.002011775504797697,0.0,0.0009286403656005859,,
math_0,math,final,0,resid,1.550197958946228,0.0,0.0,,
math_0,math,final,0,attn_only,1.5103514194488525,0.0,0.0,,
math_0,math,final,0,mlp_only,0.002434986177831888,0.0,0.0,,
math_0,math,final,2,resid,1.6256169080734253,0.0,0.0,,
math_0,math,final,2,attn_only,0.0007003535283729434,0.0,0.0,,
math_0,math,final,2,mlp_only,0.0024642692878842354,0.0,0.0,,
math_0,math,final,4,resid,1.9670178890228271,0.0,0.0,,
math_0,math,final,4,attn_only,0.00024122695322148502,0.0,0.0,,
math_0,math,final,4,mlp_only,0.0006348464521579444,0.0,0.0,,
math_0,math,final,6,resid,1.6411432027816772,0.0,0.0,,
math_0,math,final,6,attn_only,0.008228004910051823,0.0,0.0,,
math_0,math,final,6,mlp_only,0.0078941835090518,0.0,0.0,,
math_0,math,final,12,resid,1.422749638557434,0.0,0.0,,
math_0,math,final,12,attn_only,0.007879098877310753,0.0,0.0,,
math_0,math,final,12,mlp_only,0.000912203686311841,0.0,0.0,,
math_0,math,final,16,resid,1.372794508934021,0.0,0.0,,
math_0,math,final,16,attn_only,0.00491698645055294,0.0,0.0,,
math_0,math,final,16,mlp_only,0.003021721728146076,0.0,0.0,,
math_16,math,mid,0,resid,1.073206362889323e-06,0.0,0.142502099275589,,
math_16,math,mid,0,attn_only,9.242954774890677e-07,0.0,0.14479690790176392,,
math_16,math,mid,0,mlp_only,1.0825783647305798e-07,0.0,0.0007426440715789795,,
math_16,math,mid,2,resid,1.695317791927664e-06,0.0,0.13620111346244812,,
math_16,math,mid,2,attn_only,3.569471687114856e-07,0.0,0.0019987523555755615,,
math_16,math,mid,2,mlp_only,-3.367252698893708e-09,0.0,-0.002692282199859619,,
math_16,math,mid,4,resid,5.338896471585031e-07,0.0,0.1298844814300537,,
math_16,math,mid,4,attn_only,6.197183921585747e-08,0.0,-0.0005363225936889648,,
math_16,math,mid,4,mlp_only,2.798853415697522e-07,0.0,-0.00037282705307006836,,
math_16,math,mid,6,resid,3.5271708043183025e-07,0.0,0.12315472960472107,,
math_16,math,mid,6,attn_only,1.1726274351531174e-07,0.0,-0.0001195669174194336,,
math_16,math,mid,6,mlp_only,1.4219092747680406e-07,0.0,-0.000274658203125,,
math_16,math,mid,12,resid,1.267489722067694e-07,0.0,0.08757641911506653,,
math_16,math,mid,12,attn_only,1.0005177131233722e-07,0.0,-0.0007333457469940186,,
math_16,math,mid,12,mlp_only,2.0256823063391494e-07,0.0,-0.0020742714405059814,,
math_16,math,mid,16,resid,2.35845362794862e-07,0.0,0.07183381915092468,,
math_16,math,mid,16,attn_only,1.5488608084979205e-07,0.0,0.0003809928894042969,,
math_16,math,mid,16,mlp_only,1.3744168825269298e-07,0.0,-0.00048470497131347656,,
math_16,math,final,0,resid,15.656621932983398,1.0,0.0,,
math_16,math,final,0,attn_only,15.620348930358887,1.0,0.0,,
math_16,math,final,0,mlp_only,2.2013453815361572e-07,0.0,0.0,,
math_16,math,final,2,resid,15.175824165344238,1.0,0.0,,
math_16,math,final,2,attn_only,5.361285957405926e-07,0.0,0.0,,
math_16,math,final,2,mlp_only,2.0063762917743588e-07,0.0,0.0,,
math_16,math,final,4,resid,15.887516021728516,1.0,0.0,,
math_16,math,final,4,attn_only,1.577067081370842e-07,0.0,0.0,,
math_16,math,final,4,mlp_only,4.6028932843000803e-07,0.0,0.0,,
math_16,math,final,6,resid,13.441725730895996,1.0,0.0,,
math_16,math,final,6,attn_only,1.8013572855579696e-07,0.0,0.0,,
math_16,math,final,6,mlp_only,1.6014028858535312e-07,0.0,0.0,,
math_16,math,final,12,resid,10.51152229309082,1.0,0.0,,
math_16,math,final,12,attn_only,3.2546179795645003e-07,0.0,0.0,,
math_16,math,final,12,mlp_only,1.312933136432548e-06,0.0,0.0,,
math_16,math,final,16,resid,7.763787746429443,1.0,0.0,,
math_16,math,final,16,attn_only,2.68527315938627e-07,0.0,0.0,,
math_16,math,final,16,mlp_only,8.607894415035844e-07,0.0,0.0,,
qa_18,qa,mid,0,resid,3.6962967442377703e-07,0.0,0.45076483488082886,,
qa_18,qa,mid,0,attn_only,4.7163007366179954e-07,0.0,0.4625702500343323,,
qa_18,qa,mid,0,mlp_only,2.7235834920702473e-08,0.0,-0.009314507246017456,,
qa_18,qa,mid,2,resid,2.2468611859949306e-07,0.0,0.4193180203437805,,
qa_18,qa,mid,2,attn_only,1.0348477985644422e-07,0.0,0.0008003413677215576,,
qa_18,qa,mid,2,mlp_only,1.1106715191999683e-07,0.0,-0.0009920299053192139,,
qa_18,qa,mid,4,resid,1.2614177080649824e-07,0.0,0.406851589679718,,
qa_18,qa,mid,4,attn_only,2.7382284883969987e-08,0.0,0.0003305673599243164,,
qa_18,qa,mid,4,mlp_only,1.6317329709636397e-09,0.0,0.010216206312179565,,
qa_18,qa,mid,6,resid,2.0904261077703268e-07,0.0,0.3982521891593933,,
qa_18,qa,mid,6,attn_only,-5.724238860693731e-09,0.0,-0.004684716463088989,,
qa_18,qa,mid,6,mlp_only,1.1706930536092841e-07,0.0,-0.0016148090362548828,,
qa_18,qa,mid,12,resid,3.71774291352267e-08,0.0,0.39068877696990967,,
qa_18,qa,mid,12,attn_only,6.057029366957067e-08,0.0,0.01951807737350464,,
qa_18,qa,mid,12,mlp_only,6.107622141371394e-08,0.0,0.003881216049194336,,
qa_18,qa,mid,16,resid,3.182297092507724e-08,0.0,0.3832758665084839,,
qa_18,qa,mid,16,attn_only,1.2571746310641174e-08,0.0,0.0016462504863739014,,
qa_18,qa,mid,16,mlp_only,4.500594741330133e-08,0.0,0.0018686354160308838,,
qa_18,qa,final,0,resid,19.97715187072754,1.0,0.0,,
qa_18,qa,final,0,attn_only,20.20755386352539,1.0,0.0,,
qa_18,qa,final,0,mlp_only,10.238015174865723,1.0,0.0,,
qa_18,qa,final,2,resid,20.09274673461914,1.0,0.0,,
qa_18,qa,final,2,attn_only,8.290543007660744e-08,0.0,0.0,,
qa_18,qa,final,2,mlp_only,1.9331986322868033e-07,0.0,0.0,,
qa_18,qa,final,4,resid,19.839223861694336,1.0,0.0,,
qa_18,qa,final,4,attn_only,5.303332955008955e-07,0.0,0.0,,
qa_18,qa,final,4,mlp_only,9.870989288174314e-07,0.0,0.0,,
qa_18,qa,final,6,resid,19.48592185974121,1.0,0.0,,
qa_18,qa,final,6,attn_only,1.4140796338324435e-05,0.0,0.0,,
qa_18,qa,final,6,mlp_only,1.89601379929627e-07,0.0,0.0,,
qa_18,qa,final,12,resid,19.694631576538086,1.0,0.0,,
qa_18,qa,final,12,attn_only,2.916471828484646e-07,0.0,0.0,,
qa_18,qa,final,12,mlp_only,0.006340161897242069,0.0,0.0,,
qa_18,qa,final,16,resid,17.96416664123535,1.0,0.0,,
qa_18,qa,final,16,attn_only,1.7024508451868314e-06,0.0,0.0,,
